Generation,Fitness,Min Fitness,Min Iteration
50,0.6523067951202393,0.25233620405197144,4
100,0.3872079849243164,0.25233620405197144,4
150,0.3872079849243164,0.25233620405197144,4
200,0.3872079849243164,0.25233620405197144,4
250,0.3872079849243164,0.25233620405197144,4
300,0.3872079849243164,0.25233620405197144,4
350,0.3872079849243164,0.25233620405197144,4
400,0.3872079849243164,0.25233620405197144,4
450,0.3872079849243164,0.25233620405197144,4
500,0.3872079849243164,0.25233620405197144,4
550,0.3872079849243164,0.25233620405197144,4
600,0.3872079849243164,0.25233620405197144,4
650,0.3872079849243164,0.25233620405197144,4
700,0.3872079849243164,0.25233620405197144,4
750,0.3872079849243164,0.25233620405197144,4
800,0.3872079849243164,0.25233620405197144,4
850,0.3872079849243164,0.25233620405197144,4
900,0.3872079849243164,0.25233620405197144,4
950,0.3872079849243164,0.25233620405197144,4
1000,0.3872079849243164,0.25233620405197144,4
1000,0.3872079849243164,0.25233620405197144,4
